Accession	naive_primed	primed_primed2i	naive_naive2i
TNFSF11	7.81E-14	0.056310576	0.388677613
TNFSF12	0.000780982	0.631532395	0.840165329
TNFSF13	0.004692025	0.347842003	0.019656448
TNFSF14	0.299751381	0.155508868	0.46240999
TNFSF15	0.892724032	0.98135539	0.218039129
TNFSF4	0.2818516	0.253276374	0.680988488
TNFSF9	0	0.002102933	0.569445674
TNIK	3.92E-194	0.596373369	0.479911935
TNIP1	3.72E-17	0.028035839	0.588044609
TNIP2	1.94E-48	0.582969693	0.023367373
TNK1	0.673219613	0.868313533	0.54840011
TNK2	5.36E-86	0.086311384	0.628690452
TNK2-AS1	0.00131667	0.228266622	0.658859753
TNKS	1.65E-24	0.212860648	0.877463712
TNKS1BP1	6.24E-12	0.28798504	0.235470249
TNKS2	0.005295933	0.048097264	0.905063687
TNKS2-AS1	0.165015041	0.47543966	0.632925968
TNMD	9.23E-08	0.000267788	0.826987831
TNN	7.93E-07	0.54399482	0.531874087
TNNC1	0.027190844	0.215163295	0.102296167
TNNC2	9.63E-08	0.804812763	0.036239745
TNNI1	0.054808026	0.860763265	0.783630197
TNNI3	0.499460441	0.098808041	0.414888537
TNNT1	4.48E-59	0.550176489	0.575337206
TNNT2	0.119669027	0.449821632	0.090743439
TNNT3	0.081612653	0.776620504	0.527857625
TNPO1	8.29E-09	0.000671044	0.962503325
TNPO1P1	0.777909515	0.238491308	0.652151015
TNPO2	2.46E-13	0.048482394	0.139804359
TNPO3	0.709232102	0.096770005	0.475775543
TNRC18	0	2.53E-06	0.083212484
TNRC6A	0.012677154	0.107681012	0.459322023
TNRC6B	3.74E-20	0.802316217	0.551454858
TNRC6C	2.64E-81	0.41644129	0.998167877
TNRC6C-AS1	0.00976433	0.720702541	0.932547276
TNS1	0.001896126	0.274818429	0.766498407
TNS2	2.04E-23	0.070045381	0.251976061
TNS3	1.32E-269	0.768790288	0.0370411
TNS4	0.007268298	0.979596866	0.079980391
TNXB	0.007902906	0.587620843	0.189107246
TOB1	6.76E-52	0.702854179	0.130676201
TOB1-AS1	0.001352511	0.661761657	0.798044393
TOB2	2.36E-10	0.012418295	0.002655142
TOB2P1	0.015478967	0.733402808	0.979873438
TOE1	3.70E-17	0.797892605	0.33934824
TOGARAM1	0.367317168	0.356681533	0.274916568
TOGARAM2	0.001719977	0.476417202	0.08571668
TOLLIP	2.86E-06	0.378250347	0.384255431
TOLLIP-AS1	0.399275208	0.164226569	0.676171271
TOM1	1.51E-06	0.646927779	0.683291882
TOM1L1	4.90E-89	0.38802216	0.07354172
TOM1L2	0.119167747	0.005349872	0.630854073
TOMM20	0.098221659	0.125731721	0.502379621
TOMM20L	0.057019979	0.197604469	0.264463292
TOMM22	4.55E-09	0.824742844	0.796198216
TOMM34	0.001629629	0.447313893	0.090490661
TOMM40	2.13E-42	0.885873314	0.371472115
TOMM40L	2.03E-08	0.697174668	0.277250191
TOMM5	0.83635491	0.082273961	0.916648931
TOMM7	5.09E-18	0.323634685	0.920092616
TOMM70	2.08E-27	0.092298646	0.231257715
TONSL	0.000700922	0.45110755	0.037536183
TONSL-AS1	0.863083509	0.958898631	0.308539893
TOP1	0.981282219	0.57833018	0.116010483
TOP1MT	6.94E-119	0.082730771	0.032102505
TOP2A	7.24E-39	0.524404884	0.141019657
TOP2B	5.01E-19	0.105237703	0.042101158
TOP3A	1.00E-06	0.356839099	0.310073351
TOP3B	0.457109758	0.925796296	0.206951432
TOPBP1	0.001635985	0.316752264	0.559150921
TOPORS	0.139137163	0.233694424	0.542122453
TOR1A	0.000389133	0.708393919	0.575361624
TOR1AIP1	0.071792548	0.733149544	0.358497543
TOR1AIP2	5.18E-18	0.899246682	0.4884675
TOR1B	2.39E-46	0.776626208	0.747746242
TOR2A	0.071819752	0.149246695	0.634913832
TOR3A	2.37E-87	0.891650769	0.578484416
TOR4A	1.06E-55	0.022779739	0.300461195
TOX	1.81E-25	0.012360327	0.9614928
TOX2	0.957094947	0.288063128	0.114825138
TOX3	4.20E-44	0.302138492	0.403477792
TOX4	0.001851419	0.30685887	0.140539052
TP53	4.78E-56	0.114783287	0.113854434
TP53BP1	8.28E-22	0.000252669	0.005792289
TP53BP2	0.00014829	0.482638952	0.538149773
TP53I11	3.62E-110	0.115602428	0.078936509
TP53I13	1.25E-16	0.135525306	0.068259033
TP53I3	4.58E-13	0.329988622	0.275335937
TP53INP1	1.72E-07	0.023765421	0.683465644
TP53INP2	3.28E-19	0.04529307	0.276227703
TP53RK	1.39E-13	0.380012141	0.693788764
TP53TG1	2.65E-08	0.973299075	0.287589209
TP53TG5	0.426927103	0.680594268	0.863357966
TP73	0.072443022	0.647530885	0.157822238
TP73-AS1	2.08E-17	0.444795874	0.004584579
TPBG	0.084589754	0.878011215	0.177262992
TPBGL	0.975025286	0.218826077	0.020077014
TPCN1	0.000406122	0.461490337	0.927850149
TPCN2	8.57E-65	0.454179142	6.06E-05
TPD52	1.53E-60	0.075453464	0.323504277
TPD52L1	9.67E-07	0.237091329	0.025933413
TPD52L2	1.14E-51	0.814912575	6.68E-07
TPGS1	0.121467575	0.089450143	0.615966736
TPGS2	1.39E-102	0.398810266	0.002124365
TPH1	0.058791362	0.39041451	0.938461515
TPI1	0.399021388	0.146366033	0.994592881
TPI1P1	0.40871019	0.230979462	0.641132992
TPI1P2	0.059587882	0.137694385	0.557504768
TPK1	0.341654487	0.568809673	0.98196659
TPM1	0.024886243	0.394357611	0.001307529
TPM1-AS	0.000109937	0.915258374	0.934418803
TPM2	1.03E-19	0.021631441	3.33E-17
TPM3	0.802231665	0.289535559	0.296735942
TPM3P6	0.833446683	0.866056747	0.528815526
TPM3P9	6.06E-05	0.135859038	0.988018977
TPM4	1.69E-07	0.519812791	0.682604926
TPMT	0.095280269	0.191585338	0.105613073
TPMTP2	0.197347364	0.207520683	0.094899707
TPO	5.18E-07	0.237063942	0.859706722
TPP1	7.61E-14	0.755232679	0.250582446
TPP2	1.02E-08	0.08228716	0.630669685
TPPP	2.21E-22	0.079373746	0.528319046
TPPP3	0.508539732	0.673031394	0.283399749
TPR	0.801811573	0.012072737	0.233739501
TPRA1	2.17E-27	0.249706331	0.015184406
TPRG1	0.195992738	0.248823114	0.551724266
TPRG1L	0.00076874	0.444403908	0.310952606
TPRKB	0.008788409	0.413339234	0.316666951
TPRN	3.16E-12	0.196563917	0.003108528
TPRXL	1.05E-09	0.857985735	0.997847088
TPSG1	0.000383359	0.69323378	0.535253391
TPST1	0.948491315	0.269885504	0.296134107
TPST2	0.308142266	0.27576146	0.013429637
TPT1	1.47E-43	0.345201901	0.00596012
TPT1-AS1	1.32E-24	0.423591483	0.863396865
TPT1P10	0.050776081	0.802743337	0.498620905
TPT1P4	0.300442244	0.889705095	0.180911233
TPT1P6	0.048020181	0.115765166	0.049048894
TPT1P9	0.000227247	0.303072653	0.942975946
TPTE2P1	0.003815238	0.020299085	0.247286382
TPTE2P5	0.459205702	0.724039754	0.357662683
TPTE2P6	0.000145213	0.820494365	0.049784925
TPTEP1	4.78E-37	0.955142923	0.011634732
TPTEP2	0.064588915	0.859863293	0.625373394
TPX2	0.021322179	0.484719966	0.625512672
TRA2A	4.08E-05	0.027832353	0.627275809
TRA2B	0.82915918	0.361085963	0.989845934
TRABD	5.05E-14	0.50333206	0.560934672
TRABD2A	0.016484803	0.258457091	0.074854387
TRABD2B	4.21E-05	0.795771446	0.187985109
TRADD	1.31E-26	0.098495148	0.15235182
TRAF1	2.11E-09	0.452357976	0.767989535
TRAF2	0.0487661	0.703077614	0.393606683
TRAF3	7.31E-05	0.167174889	0.430813126
TRAF3IP1	0.086409226	0.040508726	0.012209729
TRAF3IP2	0.003979113	0.142183433	0.950987205
TRAF3IP2-AS1	0.08928528	0.700614298	0.735203784
TRAF3IP3	0.001687434	0.560458234	0.133832594
TRAF4	2.99E-17	0.066975138	0.82997389
TRAF5	8.52E-119	0.406069695	0.683999127
TRAF6	0.197373293	0.279600142	0.323859938
TRAF7	0.144056237	0.900331893	0.182008785
TRAFD1	7.67E-11	0.303687956	0.103197689
TRAIP	0.579273203	0.707368551	0.584103762
TRAK1	1.51E-24	0.834418782	0.498860474
TRAK2	2.67E-87	0.591396953	0.007812411
TRAM1	6.65E-05	0.297153568	0.58710729
TRAM1L1	0.010770311	0.336125906	0.3760847
TRAM2	7.07E-09	0.086344617	0.763990064
TRAM2-AS1	0.000828759	0.051948169	0.738826868
TRANK1	4.54E-05	0.539266398	4.66E-12
TRAP1	0.154687273	0.669315653	0.025820646
TRAPPC1	3.39E-07	0.025380047	0.323780897
TRAPPC10	2.42E-17	0.521734915	0.929986822
TRAPPC11	0.000188456	0.385087967	0.230438955
TRAPPC12	0.450728927	0.468795331	0.91264393
TRAPPC13	2.86E-20	0.255867782	0.91424544
TRAPPC2	7.29E-10	0.823945052	0.294534704
TRAPPC2B	0.604624897	0.878045805	0.228382889
TRAPPC2L	0.001563397	0.300311774	0.738716823
TRAPPC3	3.63E-05	0.951549072	0.997657466
TRAPPC4	1.93E-06	0.471339681	0.054063408
TRAPPC5	2.26E-06	0.687853307	0.483449391
TRAPPC6A	1.18E-37	0.09796924	0.746557442
TRAPPC6B	0.002068967	0.073258649	0.679220724
TRAPPC8	7.28E-20	0.03571023	0.005531582
TRAPPC9	0.000921044	0.007032286	0.954956682
TRDMT1	2.65E-31	0.76342185	0.047065949
TRDN	0.017014766	0.928840502	0.796326804
TREM2	0.109268244	0.304246281	0.514624638
TREML2	0.001395855	0.099046522	0.442145699
TRERF1	5.21E-132	0.044819978	0.902235622
TREX2	0.523625667	0.635924757	0.564988098
TRH	1.62E-39	0.923468412	0.004531789
TRHDE	1.25E-06	0.562452717	0.907799044
TRHDE-AS1	2.28E-07	0.298951205	0.127486588
TRIAP1	5.36E-15	0.418874576	0.462321904
TRIB1	1.17E-37	0.621063453	0.666232546
TRIB2	1.97E-262	0.290132282	0.001713254
TRIB3	0	0.274990102	2.05E-06
TRIL	1.86E-19	0.476052114	0.858301932
TRIM11	1.70E-11	0.994074186	0.349625006
TRIM13	0.000549301	0.166695954	0.901489998
TRIM14	5.46E-22	0.002583856	0.639505744
TRIM16	0.023265132	0.369005743	0.568838516
TRIM16L	0.234239483	0.632227813	0.739125987
TRIM17	0.257953916	0.882821625	0.805938918
TRIM2	1.29E-06	0.012268988	0.68553654
TRIM21	8.68E-36	0.519056656	0.911863904
TRIM22	0.265715878	0.347457136	0.019061316
TRIM23	0.082369962	0.022482218	0.169303934
TRIM24	6.17E-33	0.15081329	0.024765673
TRIM25	6.21E-14	0.947567502	0.34983679
TRIM26	3.80E-39	0.197374422	0.344665233
TRIM27	0.004286648	0.52958477	0.573191424
TRIM28	1.52E-10	0.806343129	0.067675578
TRIM29	0.088444415	0.863802356	0.606293984
TRIM3	0.362977082	0.880790585	0.059003804
TRIM32	3.45E-06	0.004164462	0.432710351
TRIM33	3.90E-08	0.05696928	0.955258525
TRIM35	4.58E-06	0.643091289	0.128230599
TRIM36	4.67E-21	0.028179719	0.012180791
TRIM37	3.16E-17	0.183805886	0.930669654
TRIM38	8.32E-31	0.021379437	0.59048576
TRIM4	0.000493753	0.550722287	0.226374535
TRIM41	0.013262354	0.381254595	0.112732782
TRIM44	1.24E-31	0.222317135	0.027615319
TRIM45	0.844329298	0.931184194	0.534514994
TRIM46	1.61E-31	0.349450601	0.294291792
TRIM5	2.03E-18	0.006614686	0.85534165
TRIM50	0.153209544	0.593325056	0.776847261
TRIM52	0.959662939	0.179439721	0.042280052
TRIM52-AS1	5.06E-08	0.816779338	0.325767359
TRIM54	4.82E-13	0.689981217	0.507359731
TRIM56	5.02E-05	0.061058999	0.042609236
TRIM59	3.10E-05	0.025574479	0.045048524
TRIM6	1.30E-44	0.16099669	0.984231225
TRIM60P14	0.177686061	0.516019431	0.966294631
TRIM61	2.31E-80	0.955670452	0.793624736
TRIM62	3.85E-06	1.69E-05	0.7138301
TRIM65	0.612870797	0.112455694	0.99134165
TRIM66	2.34E-08	0.273153292	0.586413031
TRIM68	0.012972217	0.003698085	0.367029764
TRIM7	0.000717296	0.522617953	0.112744944
TRIM71	3.08E-13	0.033206752	0.816229623
TRIM72	9.65E-05	0.57726982	0.503814114
TRIM75P	8.96E-30	0.909203915	0.934642648
TRIM8	9.98E-94	0.820975196	0.368407659
TRIM9	4.09E-39	0.867035504	0.52191078
TRIML1	0.711343851	0.704023357	0.367335521
TRIML2	4.46E-46	0.894779252	0.098644513
TRIO	0.001355532	0.414517619	0.009550148
TRIOBP	8.19E-49	0.106829841	0.752773005
TRIP10	1.55E-47	0.705268577	0.881400004
TRIP11	7.02E-31	0.704707774	0.946214324
TRIP12	1.41E-17	0.37004122	0.004188519
TRIP13	0.348491455	0.284264925	0.073832517
TRIP4	0.487548641	0.450410009	0.232904931
TRIP6	0.091555377	0.023992514	0.728404336
TRIQK	3.09E-96	0.351561454	0.750949945
TRIR	0.761168661	0.953615154	0.123884897
TRIT1	0.962447599	0.775263795	0.52998404
TRMO	4.31E-05	0.721238982	0.396203038
TRMT1	2.08E-05	0.083901755	0.007179014
TRMT10A	0.082700688	0.598479466	0.666398527
TRMT10B	0.002618328	0.660148122	0.342849003
TRMT10C	3.95E-12	0.80762653	0.416865772
TRMT11	0.398032194	0.229797288	0.747713107
TRMT112	3.65E-05	0.679400728	0.736236136
TRMT112P3	0.331538996	0.131820027	0.427896915
TRMT12	0.578721842	0.806019622	0.647361127
TRMT13	3.32E-08	0.037371761	0.274903932
TRMT1L	0.995838822	0.792315418	0.232345999
TRMT2A	8.18E-35	0.914730479	0.020790412
TRMT2B	3.93E-11	0.465634462	0.137747785
TRMT44	4.83E-05	0.479625723	0.643444709
TRMT5	1.73E-22	0.859671961	0.461490332
TRMT6	1.73E-23	0.104208936	0.557467176
TRMT61A	4.11E-16	0.421832705	0.349311261
TRMT61B	0.177032443	0.23215142	0.117677136
TRMU	0.000646099	0.717959612	0.007244193
TRNAU1AP	0.050749327	0.903839022	0.937018951
TRNP1	0.012185957	0.843351708	0.612321082
TRNT1	0.018750887	0.419024466	0.761313708
TRO	3.63E-46	0.977023907	0.345248815
TROAP	0.333416444	0.195490623	0.744240933
TRPA1	0.013823302	0.414436222	0.72064033
TRPC1	1.31E-21	0.288411606	0.360047662
TRPC2	0.626895297	0.163087446	0.544998754
TRPC3	0.022401303	0.444292391	0.998310704
TRPC4AP	1.02E-10	0.948470531	0.294561842
TRPC6	0.18961032	0.061669767	0.085550907
TRPC7	0.25503881	0.089233416	0.300407265
TRPC7-AS2	0.63604202	0.752235706	0.831246739
TRPM2	3.48E-12	0.551526796	0.000362654
TRPM4	5.51E-45	0.249478007	0.555747972
TRPM5	0.900606687	0.904370473	0.935916313
TRPM6	1.26E-14	0.425706614	0.080607166
TRPM7	6.33E-32	0.198240877	0.399551746
TRPS1	0.181137518	0.505394066	0.704045414
TRPT1	0.171195869	0.071344519	0.493542727
TRPV1	5.84E-07	0.049291406	0.010729401
TRPV2	0.000760628	0.829306051	0.485332317
TRPV3	1.91E-50	0.406271846	0.912230902
TRPV4	1.17E-05	0.01134171	0.35310114
TRRAP	0.212457884	0.774945782	0.754142605
TRUB1	0.00184087	0.549971993	0.58815822
TRUB2	1.17E-16	0.780067541	0.268956466
TSACC	0.762277234	0.172603885	0.598619361
TSC1	0.486595549	0.982576534	0.741506883
TSC2	1.13E-07	0.679892715	0.02365899
TSC22D1	0.629500111	0.787941837	0.566965953
TSC22D1-AS1	0.264540284	0.09528367	0.892632691
TSC22D2	2.77E-05	0.299669269	0.44447578
TSC22D3	0.04398735	0.073100694	0.008852967
TSC22D4	0.071735224	0.107537002	0.802349945
TSEN15	0.000145541	0.81782798	0.850451269
TSEN15P2	0.91785384	0.460469526	0.325092321
TSEN2	0.034792627	0.112863028	0.471415722
TSEN34	0.060581873	0.19956448	0.527656524
TSEN54	0.000188102	0.668975709	0.162722773
TSFM	0.755924347	0.619369937	0.994235807
TSG101	0.678545268	0.652173417	0.146457519
TSGA10	0.63938062	0.244822863	0.096214363
TSGA10IP	0.37051376	0.321563353	0.001499369
TSHZ1	1.63E-36	5.67E-05	0.182408625
TSHZ2	6.65E-05	0.561034579	0.696916351
TSHZ3	4.20E-21	0.005120665	0.177978353
TSIX	0.037565171	0.73755079	0.125118782
TSKS	9.42E-30	0.482662819	0.797941044
TSKU	3.63E-05	0.195121753	0.459363609
TSLP	0.022119528	0.128932198	0.369491613
TSN	8.87E-25	0.531803908	0.35533249
TSNARE1	0.000124109	0.558183441	0.20004496
TSNAX	0.168244534	0.316709611	0.222004403
TSNAXIP1	0.554714479	0.404058767	0.254338329
TSPAN1	0.031819635	0.123813823	0.80237812
TSPAN10	0.775521317	0.853391046	0.177731622
TSPAN11	6.92E-11	0.786593628	0.324783759
TSPAN12	2.50E-64	0.007286833	0.845468642
TSPAN13	6.89E-46	0.016582375	0.341781633
TSPAN14	0.670376642	0.803708651	0.42934011
TSPAN15	0.000147752	0.981087013	0.208956308
TSPAN16	0.419691718	0.485587941	0.621659808
TSPAN17	1.13E-82	0.748106531	0.756218876
TSPAN18	0.045299603	0.000369091	0.284626342
TSPAN2	1.07E-29	0.397929076	0.849833813
TSPAN3	0.297110231	0.344613918	0.091779203
TSPAN31	0.000527399	0.194518914	0.571328667
TSPAN33	2.12E-08	0.400012648	0.018323541
TSPAN4	1.06E-20	0.205793068	0.103674087
TSPAN5	3.99E-71	0.030318662	0.008677735
TSPAN6	4.37E-24	0.025343955	0.736709551
TSPAN7	1.46E-09	0.01595292	0.146331727
TSPAN9	7.08E-07	2.76E-05	0.972857705
TSPEAR	0.5845235	0.608561438	0.902197832
TSPEAR-AS1	0.083033411	0.234871378	0.483699752
TSPEAR-AS2	1.58E-10	0.867889296	0.760770261
TSPO	0.07562695	0.225376134	0.201636745
TSPO2	0.02985755	0.515877831	0.8804187
TSPOAP1	6.81E-32	0.106676531	0.176347425
TSPOAP1-AS1	0.34134392	0.188277224	0.643312047
TSPY26P	8.09E-41	0.017409264	0.458276663
TSPYL1	3.17E-12	0.695543491	0.2273155
TSPYL2	0.485898739	0.264104235	0.59796636
TSPYL4	1.53E-13	0.589623207	0.479384403
TSR1	0.132112965	0.037832698	0.66938123
TSR2	7.82E-05	0.075080966	0.383338775
TSR3	2.86E-09	0.256164844	0.181605176
TSSC2	2.09E-67	0.045656569	0.682862932
TSSC4	2.08E-11	0.915010187	0.747135166
TSSK3	0.240748432	0.562959168	0.400053549
TSSK5P	0.575013509	0.987997633	0.877197186
TSSK6	1.66E-06	0.489286024	0.499040562
TST	0.735749359	0.006457902	0.508128724
TSTA3	0.000129058	0.924128056	0.066346816
TSTD1	0.000106044	0.167120181	0.312122235
TSTD2	8.01E-05	0.385504427	0.848081256
TSTD3	1.59E-09	0.5496199	0.636420201
TTBK1	0.000419738	0.231986273	0.973185209
TTBK2	0.029343491	0.84544506	0.00086823
TTC1	0.738374483	0.226719574	0.567820041
TTC12	5.60E-05	0.671757322	0.565385329
TTC13	0.743545829	0.98418889	0.590078128
TTC14	1.50E-10	0.036219254	0.605339786
TTC17	1.28E-15	0.200522491	0.582628832
TTC19	0.022636439	0.200978392	0.924609535
TTC21A	7.40E-05	0.195669706	0.588316786
TTC21B	3.95E-21	0.431250536	0.874660847
TTC22	0.000857955	0.329855877	0.200358318
TTC23	7.86E-12	0.707612902	0.428434238
TTC23L	1.74E-10	0.386009028	0.332634739
TTC24	0.907786703	0.561843561	0.15844563
TTC25	0.448391705	0.442657235	0.024747331
TTC26	0.874240113	0.844383402	0.538781987
TTC27	7.03E-05	0.015321831	0.723914699
TTC28	5.09E-30	0.648086705	0.523069474
TTC28-AS1	0.723743289	0.408215203	0.075264856
TTC3	0.005189585	0.102579715	0.873943533
TTC30A	3.97E-05	0.229069263	0.409519241
TTC30B	0.46147858	0.755734098	0.583668085
TTC31	0.070432448	0.057027321	0.808516161
TTC32	2.05E-06	0.669179795	0.493038839
TTC33	3.55E-32	0.305540707	0.655349845
TTC36	0.195616454	0.426063735	0.203531641
TTC37	0.00434593	0.54158598	0.349623853
TTC38	2.21E-14	0.15644561	0.656032756
TTC39A	3.88E-18	0.677730444	0.884689946
TTC39B	3.76E-05	0.78045969	2.10E-07
TTC39C	1.08E-50	0.114965636	0.007642893
TTC3P1	0.000441532	0.448711376	0.72184303
TTC4	0.848592178	0.511981652	0.898754134
TTC41P	0.324446812	0.509672609	0.996439529
TTC5	0.012158481	0.142016648	0.250867918
TTC7A	0.234796381	0.236273663	0.079776579
TTC7B	1.08E-13	0.083796295	0.688249092
TTC8	0.004256757	0.873714714	0.12206037
TTC9	8.74E-172	0.802510432	0.955410897
TTC9B	0.000216802	0.053979398	0.826312781
TTC9C	3.53E-12	0.821438752	0.240896534
TTF1	7.82E-07	0.166358161	0.830695713
TTF2	0.011521719	0.026013092	0.244187686
TTI1	0.005667245	0.846108096	0.543503316
TTI2	0.000449038	0.917629644	0.356588505
TTK	2.72E-12	0.147137565	0.002035329
TTL	0.703512226	0.602963063	0.016921915
TTLL1	1.59E-11	0.960845644	0.953417341
TTLL10	0.244779996	0.687646988	0.982556398
TTLL10-AS1	0.558763925	0.98719906	0.900717007
TTLL11	9.37E-06	0.192291264	0.692003103
TTLL12	8.52E-27	0.039043804	0.019103225
TTLL2	0.027702018	0.131570643	0.700752845
TTLL3	0.000608122	0.601470058	0.054242534
TTLL4	6.90E-20	0.724392529	0.543978755
TTLL5	6.17E-09	0.430968158	0.811749206
TTLL6	1.04E-45	0.724858267	0.373048328
TTLL7	3.05E-34	0.375335228	0.588127205
TTLL9	0.965527293	0.297688649	0.654000837
TTN	2.68E-05	0.035525426	0.283815216
TTN-AS1	0.761012768	0.402617251	0.829042621
TTPAL	0.26303668	0.082875949	0.930831877
TTYH1	0.668402121	0.955576726	0.447312316
TTYH2	6.72E-09	0.93911647	0.022558154
TTYH3	1.25E-12	0.040448868	0.708035157
TUB	1.13E-29	0.706930276	0.224909559
TUBA1A	1.51E-41	0.132081602	0.094072881
TUBA1B	3.60E-15	0.350588518	0.254224119
TUBA1C	3.67E-31	0.368330182	0.999671843
TUBA3D	0.430947269	0.347433262	0.2402715
TUBA3E	0.571877198	0.938595673	0.96241561
TUBA3FP	0.834439297	0.805643205	0.892482133
TUBA4A	2.68E-74	0.270834376	0.918204022
TUBA8	0.959273854	0.075137077	0.131957622
TUBB	1.32E-12	0.900432747	0.314750668
TUBB1	0.542678187	0.980737977	0.464379509
TUBB2A	0.003186931	0.439574866	0.891809812
TUBB2B	3.55E-35	0.965110741	0.002490458
TUBB3	0.04737207	0.08143571	0.443678897
TUBB4A	0	0.506292673	0.432469557
TUBB4B	0.281970545	0.04580773	0.837626264
TUBB6	6.11E-19	0.55476386	0.009425316
TUBB8	0.035586084	0.175955923	0.650377198
TUBB8P1	0.096147407	0.5743431	0.738908502
TUBB8P12	0.012747347	0.314541063	0.780424606
TUBB8P2	0.11124733	0.825083863	0.27241319
TUBB8P7	0.262182492	0.665138695	0.976512275
TUBBP1	0.224287359	0.345930154	0.915116232
TUBBP5	3.12E-21	0.815030773	0.24614878
TUBBP6	0.714465489	0.436257027	0.511502144
TUBD1	0.003940744	0.305062452	0.387612807
TUBE1	0.001090208	0.2414942	0.335454655
TUBG1	0.706878944	0.095624936	0.262712548
TUBG2	0.03796836	0.45010387	0.034639071
TUBGCP2	6.92E-09	0.909014347	0.167025503
TUBGCP3	6.63E-09	0.80027969	0.032232274
TUBGCP4	0.159547918	0.518660122	0.624305272
TUBGCP5	0.403111353	0.81386925	0.306204668
TUBGCP6	0.748564679	0.686289643	0.006633833
TUFM	1.97E-39	0.917409905	0.060439232
TUFT1	4.59E-05	0.46274827	0.633010263
TUG1	1.18E-06	0.157200861	0.834357493
TULP2	1.10E-90	0.831562238	0.467691339
TULP3	2.96E-06	0.062790637	0.033179762
TULP4	4.46E-14	0.222911195	0.391639436
TUNAR	3.33E-110	0.642371313	0.600235963
TUSC2	0.030760279	0.145914251	0.262304348
TUSC3	2.01E-31	0.234759497	0.849997911
TUSC8	0.948897838	0.714235621	0.469823063
TUT1	0.63345	0.666738705	0.137973619
TUT4	0.954445822	0.864448102	0.013226359
TUT7	0.70702393	0.303513843	0.483575593
TVP23A	0.000859924	0.653070611	0.768831126
TVP23B	5.71E-05	0.306892553	0.743842461
TVP23C	0.540652942	0.98948122	0.167331175
TWF1	3.49E-20	0.014951092	0.74884083
TWF1P1	0.005936529	0.428406534	0.996853784
TWF2	1.77E-08	0.711589462	0.923576029
TWIST1	3.46E-21	0.397357539	7.52E-07
TWIST2	2.84E-05	0.002509744	0.007507839
TWISTNB	2.95E-23	0.349656718	0.431414799
TWNK	0.083761629	0.00586706	0.164843104
TWSG1	0.017866754	0.149158985	0.218133226
TXLNA	9.54E-10	0.202139593	0.151925666
TXLNB	0.295725574	0.491051094	0.991731451
TXLNG	8.99E-18	0.000969898	0.036880577
